,test_subject,window_size,cnn_kernel_size,cnn_layers,cnn_activation,cnn_output_size,dense_activation,dense_layers,optim_loss,optim_lr,optim_optimizer,training_epochs,training_batch_size,left_validation_rmse,right_validation_rmse
609,AB10,120,30,2,sigmoid,3,tanh,"(0, 1)",mean_absolute_error,0.0001,adam,200,128,7.775984837248812,10.185312371116392
610,AB1,120,10,2,sigmoid,1,sigmoid,"(2, 10)",mean_absolute_error,0.0001,rmsprop,200,128,20.63787345100123,20.82387519045812
611,AB2,120,10,2,sigmoid,1,sigmoid,"(2, 10)",mean_absolute_error,0.0001,rmsprop,200,128,21.74547737331163,20.60342651038422
612,AB3,120,10,2,sigmoid,1,sigmoid,"(2, 10)",mean_absolute_error,0.0001,rmsprop,200,128,21.011517234568238,20.648508067397902
613,AB4,120,10,2,sigmoid,1,sigmoid,"(2, 10)",mean_absolute_error,0.0001,rmsprop,200,128,20.92049347953776,20.537944676048014
614,AB5,120,10,2,sigmoid,1,sigmoid,"(2, 10)",mean_absolute_error,0.0001,rmsprop,200,128,20.642170919616223,21.375556840427226
615,AB6,120,10,2,sigmoid,1,sigmoid,"(2, 10)",mean_absolute_error,0.0001,rmsprop,200,128,20.948877106241202,20.742191723986615
616,AB7,120,10,2,sigmoid,1,sigmoid,"(2, 10)",mean_absolute_error,0.0001,rmsprop,200,128,21.293609538854692,20.838754528212966
617,AB8,120,10,2,sigmoid,1,sigmoid,"(2, 10)",mean_absolute_error,0.0001,rmsprop,200,128,21.39841986937141,20.47358721733877
618,AB9,120,10,2,sigmoid,1,sigmoid,"(2, 10)",mean_absolute_error,0.0001,rmsprop,200,128,20.958798355038077,22.082589390990314
619,AB10,120,10,2,sigmoid,1,sigmoid,"(2, 10)",mean_absolute_error,0.0001,rmsprop,200,128,20.418978164393707,21.455497049911585
620,AB1,100,20,4,sigmoid,3,tanh,"(0, 1)",mean_absolute_error,0.01,rmsprop,200,128,8.740778736732675,8.031615256727997
621,AB2,100,20,4,sigmoid,3,tanh,"(0, 1)",mean_absolute_error,0.01,rmsprop,200,128,12.786650724575882,12.18212340111178
622,AB3,100,20,4,sigmoid,3,tanh,"(0, 1)",mean_absolute_error,0.01,rmsprop,200,128,17.245745854952432,21.744875573092088
623,AB4,100,20,4,sigmoid,3,tanh,"(0, 1)",mean_absolute_error,0.01,rmsprop,200,128,12.702320560798226,12.139947434631722
624,AB5,100,20,4,sigmoid,3,tanh,"(0, 1)",mean_absolute_error,0.01,rmsprop,200,128,10.904958679958453,9.468371925263353
625,AB6,100,20,4,sigmoid,3,tanh,"(0, 1)",mean_absolute_error,0.01,rmsprop,200,128,8.409622395241836,7.982774709952189
626,AB7,100,20,4,sigmoid,3,tanh,"(0, 1)",mean_absolute_error,0.01,rmsprop,200,128,7.553704245181073,7.17193429629509
627,AB8,100,20,4,sigmoid,3,tanh,"(0, 1)",mean_absolute_error,0.01,rmsprop,200,128,7.377588929256353,8.94771234749032
628,AB9,100,20,4,sigmoid,3,tanh,"(0, 1)",mean_absolute_error,0.01,rmsprop,200,128,12.780976875391566,12.404698915808316
629,AB10,100,20,4,sigmoid,3,tanh,"(0, 1)",mean_absolute_error,0.01,rmsprop,200,128,13.219707820933928,13.093299445677003
630,AB1,100,10,4,tanh,1,tanh,"(1, 30)",mean_absolute_error,0.1,adagrad,200,128,6.957464992853166,6.975568628605485
631,AB2,100,10,4,tanh,1,tanh,"(1, 30)",mean_absolute_error,0.1,adagrad,200,128,9.874275245120192,9.273108739504224
632,AB3,100,10,4,tanh,1,tanh,"(1, 30)",mean_absolute_error,0.1,adagrad,200,128,12.87962777698924,12.933197444874368
633,AB4,100,10,4,tanh,1,tanh,"(1, 30)",mean_absolute_error,0.1,adagrad,200,128,9.225182650658915,8.703081220526458
634,AB5,100,10,4,tanh,1,tanh,"(1, 30)",mean_absolute_error,0.1,adagrad,200,128,6.936384169773353,6.46127645159061
635,AB6,100,10,4,tanh,1,tanh,"(1, 30)",mean_absolute_error,0.1,adagrad,200,128,7.349017280814485,6.3056205960485014
636,AB7,100,10,4,tanh,1,tanh,"(1, 30)",mean_absolute_error,0.1,adagrad,200,128,6.419035847809748,5.901379186464465
637,AB8,100,10,4,tanh,1,tanh,"(1, 30)",mean_absolute_error,0.1,adagrad,200,128,6.343109235289612,6.853865783510528
638,AB9,100,10,4,tanh,1,tanh,"(1, 30)",mean_absolute_error,0.1,adagrad,200,128,10.208611416354897,11.396918748466144
639,AB10,100,10,4,tanh,1,tanh,"(1, 30)",mean_absolute_error,0.1,adagrad,200,128,10.252160637715725,10.042584023368882
640,AB1,120,30,3,relu,5,sigmoid,"(1, 10)",mean_absolute_error,0.1,adagrad,200,128,20.802031901452423,20.9681202050491
641,AB2,120,30,3,relu,5,sigmoid,"(1, 10)",mean_absolute_error,0.1,adagrad,200,128,21.911328370429512,22.241943029191425
642,AB3,120,30,3,relu,5,sigmoid,"(1, 10)",mean_absolute_error,0.1,adagrad,200,128,20.935016037814382,21.23533403361332
643,AB4,120,30,3,relu,5,sigmoid,"(1, 10)",mean_absolute_error,0.1,adagrad,200,128,20.92185909023597,21.64528747308837
644,AB5,120,30,3,relu,5,sigmoid,"(1, 10)",mean_absolute_error,0.1,adagrad,200,128,20.657481391483014,21.711436918951637
645,AB6,120,30,3,relu,5,sigmoid,"(1, 10)",mean_absolute_error,0.1,adagrad,200,128,20.56347181420659,21.14478115016938
646,AB7,120,30,3,relu,5,sigmoid,"(1, 10)",mean_absolute_error,0.1,adagrad,200,128,21.27516593731164,21.205701531989686
647,AB8,120,30,3,relu,5,sigmoid,"(1, 10)",mean_absolute_error,0.1,adagrad,200,128,20.6841339527123,21.4890283402522
648,AB9,120,30,3,relu,5,sigmoid,"(1, 10)",mean_absolute_error,0.1,adagrad,200,128,21.240521261341435,22.09093252905323
649,AB10,120,30,3,relu,5,sigmoid,"(1, 10)",mean_absolute_error,0.1,adagrad,200,128,20.673638174672124,22.63981283497348
650,AB1,120,20,4,relu,1,relu,"(1, 10)",mean_absolute_error,0.001,adagrad,200,128,16.984508247036157,16.699920414479422
651,AB2,120,20,4,relu,1,relu,"(1, 10)",mean_absolute_error,0.001,adagrad,200,128,18.805107400646904,18.040204655530793
652,AB3,120,20,4,relu,1,relu,"(1, 10)",mean_absolute_error,0.001,adagrad,200,128,18.495297101156023,19.476702187795627
653,AB4,120,20,4,relu,1,relu,"(1, 10)",mean_absolute_error,0.001,adagrad,200,128,17.867288544343992,17.276177314977875
654,AB5,120,20,4,relu,1,relu,"(1, 10)",mean_absolute_error,0.001,adagrad,200,128,17.195616225881956,17.075185293664237
655,AB6,120,20,4,relu,1,relu,"(1, 10)",mean_absolute_error,0.001,adagrad,200,128,17.23505471243237,17.028601705496786
656,AB7,120,20,4,relu,1,relu,"(1, 10)",mean_absolute_error,0.001,adagrad,200,128,17.133314523127005,16.83072544621528
657,AB8,120,20,4,relu,1,relu,"(1, 10)",mean_absolute_error,0.001,adagrad,200,128,16.871190401513743,17.452639340646027
658,AB9,120,20,4,relu,1,relu,"(1, 10)",mean_absolute_error,0.001,adagrad,200,128,18.183556504389802,18.54064277576617
659,AB10,120,20,4,relu,1,relu,"(1, 10)",mean_absolute_error,0.001,adagrad,200,128,18.77756410153294,17.88661559712213
660,AB1,80,10,2,relu,1,sigmoid,"(1, 10)",mean_absolute_error,0.0001,adagrad,200,128,26.071332645415595,25.500981394243563
661,AB2,80,10,2,relu,1,sigmoid,"(1, 10)",mean_absolute_error,0.0001,adagrad,200,128,26.290724887636507,26.419647896220713
662,AB3,80,10,2,relu,1,sigmoid,"(1, 10)",mean_absolute_error,0.0001,adagrad,200,128,27.228028093391625,26.144301300029642
663,AB4,80,10,2,relu,1,sigmoid,"(1, 10)",mean_absolute_error,0.0001,adagrad,200,128,25.99580697998389,25.527854093013016
664,AB5,80,10,2,relu,1,sigmoid,"(1, 10)",mean_absolute_error,0.0001,adagrad,200,128,26.08351559973262,25.84158397833067
665,AB6,80,10,2,relu,1,sigmoid,"(1, 10)",mean_absolute_error,0.0001,adagrad,200,128,25.973603725704834,25.78489077379146
666,AB7,80,10,2,relu,1,sigmoid,"(1, 10)",mean_absolute_error,0.0001,adagrad,200,128,26.155498622274816,25.860249291923147
667,AB8,80,10,2,relu,1,sigmoid,"(1, 10)",mean_absolute_error,0.0001,adagrad,200,128,26.07095237409999,26.029036552200253
668,AB9,80,10,2,relu,1,sigmoid,"(1, 10)",mean_absolute_error,0.0001,adagrad,200,128,26.28637818055033,25.82616160337471
669,AB10,80,10,2,relu,1,sigmoid,"(1, 10)",mean_absolute_error,0.0001,adagrad,200,128,26.139919930637458,25.85996077200763
670,AB1,100,30,2,sigmoid,1,sigmoid,"(2, 20)",mean_absolute_error,0.01,rmsprop,200,128,17.72126590053953,19.52259103702927
671,AB2,100,30,2,sigmoid,1,sigmoid,"(2, 20)",mean_absolute_error,0.01,rmsprop,200,128,20.246832281837968,21.03135114592186
672,AB3,100,30,2,sigmoid,1,sigmoid,"(2, 20)",mean_absolute_error,0.01,rmsprop,200,128,19.6384935569912,20.52191030034348
673,AB4,100,30,2,sigmoid,1,sigmoid,"(2, 20)",mean_absolute_error,0.01,rmsprop,200,128,20.225520362407256,18.316967749078213
674,AB5,100,30,2,sigmoid,1,sigmoid,"(2, 20)",mean_absolute_error,0.01,rmsprop,200,128,20.50402047163821,18.235403191710894
675,AB6,100,30,2,sigmoid,1,sigmoid,"(2, 20)",mean_absolute_error,0.01,rmsprop,200,128,18.877922205818418,18.27355525321305
676,AB7,100,30,2,sigmoid,1,sigmoid,"(2, 20)",mean_absolute_error,0.01,rmsprop,200,128,22.26871165795209,20.92333568912917
677,AB8,100,30,2,sigmoid,1,sigmoid,"(2, 20)",mean_absolute_error,0.01,rmsprop,200,128,19.724671625117693,17.779387629777865
678,AB9,100,30,2,sigmoid,1,sigmoid,"(2, 20)",mean_absolute_error,0.01,rmsprop,200,128,19.759266427497195,20.517916937868765
679,AB10,100,30,2,sigmoid,1,sigmoid,"(2, 20)",mean_absolute_error,0.01,rmsprop,200,128,20.656571058915166,20.790655896715972
680,AB1,100,20,2,sigmoid,1,sigmoid,"(2, 20)",mean_absolute_error,0.01,adam,200,128,21.46799797339808,19.544948090719
681,AB2,100,20,2,sigmoid,1,sigmoid,"(2, 20)",mean_absolute_error,0.01,adam,200,128,19.657625115367562,20.049308450437163
682,AB3,100,20,2,sigmoid,1,sigmoid,"(2, 20)",mean_absolute_error,0.01,adam,200,128,20.614253601042407,20.10600811643113
683,AB4,100,20,2,sigmoid,1,sigmoid,"(2, 20)",mean_absolute_error,0.01,adam,200,128,19.067197413919306,22.322522766082134
684,AB5,100,20,2,sigmoid,1,sigmoid,"(2, 20)",mean_absolute_error,0.01,adam,200,128,20.683328526365244,18.620692875581163
685,AB6,100,20,2,sigmoid,1,sigmoid,"(2, 20)",mean_absolute_error,0.01,adam,200,128,17.73107462906521,18.179174275872608
686,AB7,100,20,2,sigmoid,1,sigmoid,"(2, 20)",mean_absolute_error,0.01,adam,200,128,21.570075255099415,20.61270504796696
687,AB8,100,20,2,sigmoid,1,sigmoid,"(2, 20)",mean_absolute_error,0.01,adam,200,128,20.85063743256776,19.70111316322364
688,AB9,100,20,2,sigmoid,1,sigmoid,"(2, 20)",mean_absolute_error,0.01,adam,200,128,22.114868513047167,21.911298156134208
689,AB10,100,20,2,sigmoid,1,sigmoid,"(2, 20)",mean_absolute_error,0.01,adam,200,128,20.950883458134165,19.9646748949254
690,AB1,80,10,3,sigmoid,1,sigmoid,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,23.8499891601451,22.774405027087937
691,AB2,80,10,3,sigmoid,1,sigmoid,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,24.51815609647263,23.727758513680506
692,AB3,80,10,3,sigmoid,1,sigmoid,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,25.220818221727765,23.906248023086665
693,AB4,80,10,3,sigmoid,1,sigmoid,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,23.718923077349363,22.803703471365502
694,AB5,80,10,3,sigmoid,1,sigmoid,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,23.674955291743288,23.209059578748406
695,AB6,80,10,3,sigmoid,1,sigmoid,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,24.162534924243094,23.33843780975332
696,AB7,80,10,3,sigmoid,1,sigmoid,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,23.755944673018355,23.359641809675953
697,AB8,80,10,3,sigmoid,1,sigmoid,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,24.660461035211593,22.952963416477044
698,AB9,80,10,3,sigmoid,1,sigmoid,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,24.249018748924314,23.64182929905192
699,AB10,80,10,3,sigmoid,1,sigmoid,"(0, 1)",mean_absolute_error,0.001,adagrad,200,128,23.983744285665754,23.39017558015795
700,AB1,120,30,2,sigmoid,3,tanh,"(1, 20)",mean_absolute_error,0.0001,sgd,200,128,6.333000951065571,5.7248259860283035
701,AB2,120,30,2,sigmoid,3,tanh,"(1, 20)",mean_absolute_error,0.0001,sgd,200,128,9.664712995375238,9.248242179247168
702,AB3,120,30,2,sigmoid,3,tanh,"(1, 20)",mean_absolute_error,0.0001,sgd,200,128,12.41908567038962,12.968420070630364
703,AB4,120,30,2,sigmoid,3,tanh,"(1, 20)",mean_absolute_error,0.0001,sgd,200,128,7.956015958139258,7.2453115748300645
704,AB5,120,30,2,sigmoid,3,tanh,"(1, 20)",mean_absolute_error,0.0001,sgd,200,128,6.576383293157586,6.543081905389807
705,AB6,120,30,2,sigmoid,3,tanh,"(1, 20)",mean_absolute_error,0.0001,sgd,200,128,6.6615959220538965,5.675343824041845
706,AB7,120,30,2,sigmoid,3,tanh,"(1, 20)",mean_absolute_error,0.0001,sgd,200,128,6.455041203237019,6.048153429544553
707,AB8,120,30,2,sigmoid,3,tanh,"(1, 20)",mean_absolute_error,0.0001,sgd,200,128,6.263884221303281,6.890792141710111
708,AB9,120,30,2,sigmoid,3,tanh,"(1, 20)",mean_absolute_error,0.0001,sgd,200,128,9.620720428112913,11.084464180564392
709,AB10,120,30,2,sigmoid,3,tanh,"(1, 20)",mean_absolute_error,0.0001,sgd,200,128,8.807849196467474,10.474389793242912
710,AB1,80,20,3,tanh,3,sigmoid,"(1, 10)",mean_absolute_error,0.0001,sgd,200,128,24.233958735236133,24.04200756276209
711,AB2,80,20,3,tanh,3,sigmoid,"(1, 10)",mean_absolute_error,0.0001,sgd,200,128,24.319043105863646,25.554150771903828
712,AB3,80,20,3,tanh,3,sigmoid,"(1, 10)",mean_absolute_error,0.0001,sgd,200,128,25.554004994203574,24.711203076710966
713,AB4,80,20,3,tanh,3,sigmoid,"(1, 10)",mean_absolute_error,0.0001,sgd,200,128,24.491815586370578,24.184534234625456
714,AB5,80,20,3,tanh,3,sigmoid,"(1, 10)",mean_absolute_error,0.0001,sgd,200,128,24.088231663000506,24.56386378413971
715,AB6,80,20,3,tanh,3,sigmoid,"(1, 10)",mean_absolute_error,0.0001,sgd,200,128,24.243432354600266,24.92276739012174
716,AB7,80,20,3,tanh,3,sigmoid,"(1, 10)",mean_absolute_error,0.0001,sgd,200,128,23.972142734871948,24.443087497593034
717,AB8,80,20,3,tanh,3,sigmoid,"(1, 10)",mean_absolute_error,0.0001,sgd,200,128,24.17323317501718,25.247503535659487
718,AB9,80,20,3,tanh,3,sigmoid,"(1, 10)",mean_absolute_error,0.0001,sgd,200,128,24.519881493970257,24.79416324718255
719,AB10,80,20,3,tanh,3,sigmoid,"(1, 10)",mean_absolute_error,0.0001,sgd,200,128,24.379995490696718,24.63497909256912
720,AB1,120,30,2,sigmoid,5,sigmoid,"(2, 30)",mean_absolute_error,0.1,sgd,200,128,20.419846222626994,20.282889925068933
721,AB2,120,30,2,sigmoid,5,sigmoid,"(2, 30)",mean_absolute_error,0.1,sgd,200,128,21.25069400134222,20.677247812973388
722,AB3,120,30,2,sigmoid,5,sigmoid,"(2, 30)",mean_absolute_error,0.1,sgd,200,128,21.56106324571701,21.470093715219605
723,AB4,120,30,2,sigmoid,5,sigmoid,"(2, 30)",mean_absolute_error,0.1,sgd,200,128,20.677409455690395,20.34479612858173
724,AB5,120,30,2,sigmoid,5,sigmoid,"(2, 30)",mean_absolute_error,0.1,sgd,200,128,20.411361203916503,20.79574690955643
725,AB6,120,30,2,sigmoid,5,sigmoid,"(2, 30)",mean_absolute_error,0.1,sgd,200,128,20.63621686952168,20.677382956526433
726,AB7,120,30,2,sigmoid,5,sigmoid,"(2, 30)",mean_absolute_error,0.1,sgd,200,128,20.234425768286886,20.49850703896254
727,AB8,120,30,2,sigmoid,5,sigmoid,"(2, 30)",mean_absolute_error,0.1,sgd,200,128,20.630323235771804,20.327076881902308
728,AB9,120,30,2,sigmoid,5,sigmoid,"(2, 30)",mean_absolute_error,0.1,sgd,200,128,21.102529166863658,21.65573327338661
729,AB10,120,30,2,sigmoid,5,sigmoid,"(2, 30)",mean_absolute_error,0.1,sgd,200,128,20.733159438713194,21.23060024579628
730,AB1,100,30,4,relu,5,relu,"(1, 10)",mean_absolute_error,0.0001,adam,200,128,17.00871048167901,16.755480039525573
731,AB2,100,30,4,relu,5,relu,"(1, 10)",mean_absolute_error,0.0001,adam,200,128,18.0285488278802,18.02492809104969
732,AB3,100,30,4,relu,5,relu,"(1, 10)",mean_absolute_error,0.0001,adam,200,128,16.824628035143206,21.14192548158182
733,AB4,100,30,4,relu,5,relu,"(1, 10)",mean_absolute_error,0.0001,adam,200,128,17.41262553939427,20.991842083125704
734,AB5,100,30,4,relu,5,relu,"(1, 10)",mean_absolute_error,0.0001,adam,200,128,17.065988558657693,20.919792757760487
735,AB6,100,30,4,relu,5,relu,"(1, 10)",mean_absolute_error,0.0001,adam,200,128,17.312420904441538,20.664828225855917
736,AB7,100,30,4,relu,5,relu,"(1, 10)",mean_absolute_error,0.0001,adam,200,128,16.882233023807206,20.78349874021863
737,AB8,100,30,4,relu,5,relu,"(1, 10)",mean_absolute_error,0.0001,adam,200,128,16.829691483911482,21.117759886461705
738,AB9,100,30,4,relu,5,relu,"(1, 10)",mean_absolute_error,0.0001,adam,200,128,18.274843528421055,21.463439995310104
739,AB10,100,30,4,relu,5,relu,"(1, 10)",mean_absolute_error,0.0001,adam,200,128,17.94609339798192,18.067528765037352
740,AB1,120,10,2,relu,1,relu,"(2, 20)",mean_absolute_error,0.1,sgd,200,128,16.8666721338818,16.670074806446525
741,AB2,120,10,2,relu,1,relu,"(2, 20)",mean_absolute_error,0.1,sgd,200,128,21.393553890961364,17.139517862059876
742,AB3,120,10,2,relu,1,relu,"(2, 20)",mean_absolute_error,0.1,sgd,200,128,17.090989762090473,18.347266845532367
743,AB4,120,10,2,relu,1,relu,"(2, 20)",mean_absolute_error,0.1,sgd,200,128,17.359949085147164,16.9415489410922
744,AB5,120,10,2,relu,1,relu,"(2, 20)",mean_absolute_error,0.1,sgd,200,128,17.132197188775848,16.847134607381673
745,AB6,120,10,2,relu,1,relu,"(2, 20)",mean_absolute_error,0.1,sgd,200,128,17.06076387959011,16.718485630245155
746,AB7,120,10,2,relu,1,relu,"(2, 20)",mean_absolute_error,0.1,sgd,200,128,16.725052853499157,16.75872701004712
747,AB8,120,10,2,relu,1,relu,"(2, 20)",mean_absolute_error,0.1,sgd,200,128,16.659382976058595,17.23558889609816
748,AB9,120,10,2,relu,1,relu,"(2, 20)",mean_absolute_error,0.1,sgd,200,128,17.889413003651324,18.54502007899547
749,AB10,120,10,2,relu,1,relu,"(2, 20)",mean_absolute_error,0.1,sgd,200,128,17.40569658663092,17.900509854400077
750,AB1,100,10,3,sigmoid,5,sigmoid,"(2, 10)",mean_absolute_error,0.1,sgd,200,128,20.57478791782706,20.402329447531457
751,AB2,100,10,3,sigmoid,5,sigmoid,"(2, 10)",mean_absolute_error,0.1,sgd,200,128,21.373240869011678,20.96472612789057
752,AB3,100,10,3,sigmoid,5,sigmoid,"(2, 10)",mean_absolute_error,0.1,sgd,200,128,20.834555796626717,21.179488126708943
753,AB4,100,10,3,sigmoid,5,sigmoid,"(2, 10)",mean_absolute_error,0.1,sgd,200,128,20.751960474116473,20.397286700340572
754,AB5,100,10,3,sigmoid,5,sigmoid,"(2, 10)",mean_absolute_error,0.1,sgd,200,128,20.534245543709545,20.600722964390485
755,AB6,100,10,3,sigmoid,5,sigmoid,"(2, 10)",mean_absolute_error,0.1,sgd,200,128,20.842797822880883,20.454352503532952
756,AB7,100,10,3,sigmoid,5,sigmoid,"(2, 10)",mean_absolute_error,0.1,sgd,200,128,20.391996933420426,20.760782041053073
757,AB8,100,10,3,sigmoid,5,sigmoid,"(2, 10)",mean_absolute_error,0.1,sgd,200,128,20.7707002849191,20.557712399409528
758,AB9,100,10,3,sigmoid,5,sigmoid,"(2, 10)",mean_absolute_error,0.1,sgd,200,128,21.20350288701423,21.516120681837005
759,AB10,100,10,3,sigmoid,5,sigmoid,"(2, 10)",mean_absolute_error,0.1,sgd,200,128,20.891363582625345,21.41303807924472
760,AB1,100,10,2,sigmoid,1,relu,"(0, 1)",mean_absolute_error,0.001,adam,200,128,16.928351243565277,16.549870194128108
761,AB2,100,10,2,sigmoid,1,relu,"(0, 1)",mean_absolute_error,0.001,adam,200,128,18.40117239112115,17.44596681605218
762,AB3,100,10,2,sigmoid,1,relu,"(0, 1)",mean_absolute_error,0.001,adam,200,128,17.332012509429738,18.80353007493344
763,AB4,100,10,2,sigmoid,1,relu,"(0, 1)",mean_absolute_error,0.001,adam,200,128,17.163148171668254,16.944203500898073
764,AB5,100,10,2,sigmoid,1,relu,"(0, 1)",mean_absolute_error,0.001,adam,200,128,17.024958098933897,16.77099194905012
765,AB6,100,10,2,sigmoid,1,relu,"(0, 1)",mean_absolute_error,0.001,adam,200,128,17.088900586952278,16.776454486775613
766,AB7,100,10,2,sigmoid,1,relu,"(0, 1)",mean_absolute_error,0.001,adam,200,128,16.807571125921793,16.705855790529903
767,AB8,100,10,2,sigmoid,1,relu,"(0, 1)",mean_absolute_error,0.001,adam,200,128,16.919484865511233,17.135613680141144
768,AB9,100,10,2,sigmoid,1,relu,"(0, 1)",mean_absolute_error,0.001,adam,200,128,17.90239102387408,18.228036561186077
769,AB10,100,10,2,sigmoid,1,relu,"(0, 1)",mean_absolute_error,0.001,adam,200,128,17.344104237953598,17.923979866265068
770,AB1,100,30,4,sigmoid,1,sigmoid,"(2, 10)",mean_absolute_error,0.001,sgd,200,128,24.990277110986302,23.509481649657477
771,AB2,100,30,4,sigmoid,1,sigmoid,"(2, 10)",mean_absolute_error,0.001,sgd,200,128,26.397595727021944,25.589487073704564
772,AB3,100,30,4,sigmoid,1,sigmoid,"(2, 10)",mean_absolute_error,0.001,sgd,200,128,25.264621362802128,25.540439043094274
773,AB4,100,30,4,sigmoid,1,sigmoid,"(2, 10)",mean_absolute_error,0.001,sgd,200,128,24.92918647143774,23.681048880103077
774,AB5,100,30,4,sigmoid,1,sigmoid,"(2, 10)",mean_absolute_error,0.001,sgd,200,128,25.527768473819354,24.262162693124015
775,AB6,100,30,4,sigmoid,1,sigmoid,"(2, 10)",mean_absolute_error,0.001,sgd,200,128,26.206434678598402,24.856295436978762
776,AB7,100,30,4,sigmoid,1,sigmoid,"(2, 10)",mean_absolute_error,0.001,sgd,200,128,26.192341522988905,24.74632019421736
777,AB8,100,30,4,sigmoid,1,sigmoid,"(2, 10)",mean_absolute_error,0.001,sgd,200,128,25.58656155385382,25.055032593284444
778,AB9,100,30,4,sigmoid,1,sigmoid,"(2, 10)",mean_absolute_error,0.001,sgd,200,128,24.956821060778292,24.222462679353654
779,AB10,100,30,4,sigmoid,1,sigmoid,"(2, 10)",mean_absolute_error,0.001,sgd,200,128,24.830134659162958,24.110341891027
780,AB1,120,10,4,sigmoid,3,tanh,"(1, 20)",mean_absolute_error,0.0001,rmsprop,200,128,6.403795440714554,5.807871564443196
781,AB2,120,10,4,sigmoid,3,tanh,"(1, 20)",mean_absolute_error,0.0001,rmsprop,200,128,8.974273603550449,8.644449456832826
782,AB3,120,10,4,sigmoid,3,tanh,"(1, 20)",mean_absolute_error,0.0001,rmsprop,200,128,8.380502277498897,9.008611076384652
783,AB4,120,10,4,sigmoid,3,tanh,"(1, 20)",mean_absolute_error,0.0001,rmsprop,200,128,7.213149560097297,7.269170560925476
784,AB5,120,10,4,sigmoid,3,tanh,"(1, 20)",mean_absolute_error,0.0001,rmsprop,200,128,6.731564806479898,6.607884362113668
785,AB6,120,10,4,sigmoid,3,tanh,"(1, 20)",mean_absolute_error,0.0001,rmsprop,200,128,5.720064992235078,4.794177507873076
786,AB7,120,10,4,sigmoid,3,tanh,"(1, 20)",mean_absolute_error,0.0001,rmsprop,200,128,5.653055817005599,5.541155492910435
787,AB8,120,10,4,sigmoid,3,tanh,"(1, 20)",mean_absolute_error,0.0001,rmsprop,200,128,6.129683548708305,7.157201433809594
788,AB9,120,10,4,sigmoid,3,tanh,"(1, 20)",mean_absolute_error,0.0001,rmsprop,200,128,9.59165488449972,10.440601039526026
789,AB10,120,10,4,sigmoid,3,tanh,"(1, 20)",mean_absolute_error,0.0001,rmsprop,200,128,7.78688324873947,10.39522129112484
790,AB1,120,10,4,sigmoid,3,tanh,"(2, 30)",mean_absolute_error,0.1,adam,200,128,28.82692836605248,28.811818921553993
791,AB2,120,10,4,sigmoid,3,tanh,"(2, 30)",mean_absolute_error,0.1,adam,200,128,28.88726044389073,28.871249338673497
792,AB3,120,10,4,sigmoid,3,tanh,"(2, 30)",mean_absolute_error,0.1,adam,200,128,28.81862786655624,28.808728256754108
793,AB4,120,10,4,sigmoid,3,tanh,"(2, 30)",mean_absolute_error,0.1,adam,200,128,28.96179790664523,28.88197597483067
794,AB5,120,10,4,sigmoid,3,tanh,"(2, 30)",mean_absolute_error,0.1,adam,200,128,28.14718184670391,22.410825352434802
795,AB6,120,10,4,sigmoid,3,tanh,"(2, 30)",mean_absolute_error,0.1,adam,200,128,28.816261352752026,28.815391226492732
796,AB7,120,10,4,sigmoid,3,tanh,"(2, 30)",mean_absolute_error,0.1,adam,200,128,28.981059889926968,28.949553821964436
797,AB8,120,10,4,sigmoid,3,tanh,"(2, 30)",mean_absolute_error,0.1,adam,200,128,28.790683896278637,28.79787345720413
798,AB9,120,10,4,sigmoid,3,tanh,"(2, 30)",mean_absolute_error,0.1,adam,200,128,28.810005082984485,28.880285268926386
799,AB10,120,10,4,sigmoid,3,tanh,"(2, 30)",mean_absolute_error,0.1,adam,200,128,28.821276124552508,28.9545127331073
800,AB1,120,20,4,relu,1,relu,"(1, 20)",mean_absolute_error,0.01,adagrad,200,128,17.129427862518853,25.0
801,AB2,120,20,4,relu,1,relu,"(1, 20)",mean_absolute_error,0.01,adagrad,200,128,17.854209527572944,25.097675694735294
802,AB3,120,20,4,relu,1,relu,"(1, 20)",mean_absolute_error,0.01,adagrad,200,128,16.838693908228368,25.0
803,AB4,120,20,4,relu,1,relu,"(1, 20)",mean_absolute_error,0.01,adagrad,200,128,17.258368526096646,20.927073200752265
804,AB5,120,20,4,relu,1,relu,"(1, 20)",mean_absolute_error,0.01,adagrad,200,128,17.078300338849704,20.780535961409036
805,AB6,120,20,4,relu,1,relu,"(1, 20)",mean_absolute_error,0.01,adagrad,200,128,16.980193027681093,25.0
806,AB7,120,20,4,relu,1,relu,"(1, 20)",mean_absolute_error,0.01,adagrad,200,128,16.77523269167763,25.0
807,AB8,120,20,4,relu,1,relu,"(1, 20)",mean_absolute_error,0.01,adagrad,200,128,16.70150300271249,20.96472478820074
808,AB9,120,20,4,relu,1,relu,"(1, 20)",mean_absolute_error,0.01,adagrad,200,128,18.67516564305608,25.0
